code,name,sector,cohort_key,feature_source,PC05,PC05_z,pca_version
600585,海螺水泥,bluechip,student_B,local_semantic,3.2480720639918448,0.60869538247616206,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600588,用友网络,tech,student_A,local_semantic,-10.561950408823879,-1.9793312208387779,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600600,青岛啤酒,defensive,student_C,local_semantic,5.2701827874392855,0.98764308929067413,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600606,绿地控股,bluechip,student_C,local_semantic,3.7163897147095932,0.69645907303099486,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600642,申能股份,defensive,student_B,local_semantic,-0.76165071401623119,-0.14273490967795097,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600649,城投控股,bluechip,student_C,local_semantic,4.3095192271022391,0.80761276306336216,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600660,福耀玻璃,bluechip,student_A,local_semantic,-9.7909232545577574,-1.8348391469810525,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600674,川投能源,defensive,student_B,local_semantic,-1.2110652365200623,-0.22695611514271311,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600685,中船防务,growth,student_A,local_semantic,-12.409625703222089,-2.3255893696291299,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600702,舍得酒业,growth,student_C,local_semantic,4.8981853195096097,0.91792999901418126,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600703,三安光电,tech,student_A,local_semantic,-0.62664217256507326,-0.11743403144707694,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600745,闻泰科技,tech,student_A,local_semantic,-0.7314216506532496,-0.13706992105605062,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600760,中航沈飞,growth,student_A,local_semantic,-11.053813303756593,-2.071507338565965,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600761,安徽合力,bluechip,student_A,local_semantic,-9.264172190039428,-1.736124914547226,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600780,通宝能源,defensive,student_B,local_semantic,-1.5312966825127048,-0.28696814648287594,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600795,国电电力,defensive,student_B,local_semantic,-1.1278890288180849,-0.21136872281809538,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
